crime_place,crime_cnt
인천_남동,28
인천_동구,2
인천_미추홀,104
인천_부평,29
인천_서구,25
인천_연수,7
인천_옹진군,0
인천_중구,9
전주,13
정읍,4
제주,30
제천,7
진주,3
창원,22
천안,27
청주,24
춘천,8
충주,7
파주,14
평택,28
포항,16
강릉,4
거제,6
경산,7
경주,4
고양,15
광명,3
광주_광산,2
광주_남구,3
광주_동구,2
광주_북구,6
광주_서구,3
구리,6
구미,11
군산,6
군포,3
기타 도시,108
김천,2
김해,5
남양주,7
논산,1
대구_남구,2
대구_달서,8
대구_달성군,4
대구_동구,5
대구_북구,8
대구_서구,0
대구_수성,7
대구_중구,7
대전_대덕,2
대전_동구,2
대전_서구,7
대전_유성,1
대전_중구,5
도시이외,71
목포,9
범죄분류,"폭력행위등(손괴,강요,주거침입등)"
부산_강서,5
부산_금정,1
부산_기장군,3
부산_남구,1
부산_동구,2
부산_동래,0
부산_부산진,4
부산_북구,6
부산_사상,2
부산_사하,1
부산_서구,0
부산_수영,6
부산_연제,1
부산_영도,2
부산_중구,0
부산_해운대,6
부천,21
서산,3
서울_강남,8
서울_강동,5
서울_강북,11
서울_강서,7
서울_관악,11
서울_광진,3
서울_구로,8
서울_금천,3
서울_노원,5
서울_도봉,8
서울_동대문,6
서울_동작,5
서울_마포,7
서울_서대문,2
서울_서초,5
서울_성동,3
서울_성북,6
서울_송파,6
서울_양천,4
서울_영등포,13
서울_용산,2
서울_은평,5
서울_종로,12
서울_중구,14
서울_중랑,4
성남,10
수원,28
순천,8
시흥,5
아산,6
안동,2
안산,15
안양,6
양산,4
여수,7
용인,7
울산_남구,9
울산_동구,2
울산_북구,1
울산_울주군,2
울산_중구,4
원주,11
의정부,3
이천,9
익산,4
인천_강화군,0
인천_계양,4
인천_남동,1
인천_동구,0
인천_미추홀,12
인천_부평,7
인천_서구,23
인천_연수,5
인천_옹진군,0
인천_중구,0
전주,9
정읍,6
제주,9
제천,1
진주,1
창원,8
천안,7
청주,4
춘천,12
충주,1
파주,9
평택,14
포항,8
강릉,0
거제,0
경산,0
경주,0
고양,2
광명,1
광주_광산,0
광주_남구,1
광주_동구,0
광주_북구,3
광주_서구,0
구리,1
구미,2
군산,3
군포,0
기타 도시,8
김천,0
김해,0
남양주,1
논산,0
대구_남구,1
대구_달서,1
대구_달성군,1
대구_동구,0
대구_북구,1
대구_서구,0
대구_수성,0
대구_중구,0
대전_대덕,0
대전_동구,0
대전_서구,0
대전_유성,1
대전_중구,0
도시이외,3
목포,0
범죄분류,"폭력행위 등(단체 등의 구성,활동)"
부산_강서,0
부산_금정,1
부산_기장군,0
부산_남구,1
부산_동구,0
부산_동래,1
부산_부산진,3
부산_북구,0
부산_사상,1
부산_사하,0
부산_서구,0
부산_수영,0
부산_연제,1
부산_영도,9
부산_중구,0
부산_해운대,0
부천,1
서산,1
서울_강남,3
서울_강동,5
서울_강북,0
서울_강서,0
서울_관악,1
서울_광진,0
서울_구로,0
서울_금천,0
서울_노원,1
서울_도봉,0
서울_동대문,0
서울_동작,2
서울_마포,0
서울_서대문,0
서울_서초,2
서울_성동,0
서울_성북,1
서울_송파,2
서울_양천,1
서울_영등포,1
서울_용산,3
서울_은평,0
서울_종로,1
서울_중구,3
서울_중랑,0
성남,3
수원,8
순천,0
시흥,3
아산,1
안동,0
안산,8
안양,2
양산,2
여수,0
용인,1
울산_남구,0
울산_동구,0
울산_북구,0
울산_울주군,0
울산_중구,1
원주,0
의정부,1
이천,0
익산,5
인천_강화군,0
인천_계양,0
인천_남동,0
인천_동구,0
인천_미추홀,0
인천_부평,0
인천_서구,1
인천_연수,1
인천_옹진군,0
인천_중구,0
전주,34
정읍,1
제주,1
제천,1
진주,1
창원,0
천안,2
청주,10
춘천,2
충주,1
파주,0
평택,4
포항,0
강릉,3
거제,1
경산,2
경주,1
고양,22
광명,1
광주_광산,4
광주_남구,0
광주_동구,1
광주_북구,2
광주_서구,4
구리,4
구미,4
군산,0
군포,3
기타 도시,71
김천,0
김해,3
남양주,9
논산,0
대구_남구,0
대구_달서,3
대구_달성군,3
대구_동구,4
대구_북구,3
대구_서구,1
대구_수성,5
대구_중구,5
대전_대덕,2
대전_동구,3
대전_서구,13
대전_유성,2
대전_중구,3
도시이외,26
목포,2
범죄분류,통화
부산_강서,2
부산_금정,0
부산_기장군,0
부산_남구,5
부산_동구,0
부산_동래,2
부산_부산진,4
부산_북구,1
부산_사상,2
부산_사하,2
부산_서구,0
부산_수영,4
부산_연제,0
부산_영도,1
부산_중구,4
부산_해운대,2
부천,11
서산,8
서울_강남,52
서울_강동,11
서울_강북,4
서울_강서,16
서울_관악,8
서울_광진,9
서울_구로,10
서울_금천,13
서울_노원,7
서울_도봉,7
서울_동대문,25
서울_동작,5
서울_마포,14
서울_서대문,5
서울_서초,22
서울_성동,4
서울_성북,13
서울_송파,20
서울_양천,9
서울_영등포,18
서울_용산,12
서울_은평,9
서울_종로,26
서울_중구,108
서울_중랑,7
성남,25
수원,27
순천,0
시흥,3
아산,6
안동,7
안산,6
안양,10
양산,1
여수,1
용인,10
울산_남구,9
울산_동구,1
울산_북구,0
울산_울주군,1
울산_중구,2
원주,3
의정부,6
이천,2
익산,3
인천_강화군,1
인천_계양,3
인천_남동,25
인천_동구,6
인천_미추홀,11
인천_부평,15
인천_서구,18
인천_연수,5
인천_옹진군,0
인천_중구,44
전주,3
정읍,1
제주,5
제천,1
진주,1
창원,5
천안,16
청주,6
춘천,7
충주,2
파주,5
평택,27
포항,4
강릉,0
거제,1
경산,0
경주,1
고양,7
광명,0
광주_광산,1
광주_남구,0
광주_동구,1
광주_북구,0
광주_서구,3
구리,0
구미,0
군산,0
군포,0
기타 도시,30
김천,0
김해,0
남양주,1
논산,0
대구_남구,0
대구_달서,0
대구_달성군,0
대구_동구,1
대구_북구,3
대구_서구,2
대구_수성,2
대구_중구,1
대전_대덕,0
대전_동구,1
대전_서구,0
대전_유성,1
대전_중구,0
도시이외,7
목포,0
범죄분류,"유가증권,인지,우표"
부산_강서,1
부산_금정,0
부산_기장군,0
부산_남구,0
부산_동구,0
부산_동래,1
부산_부산진,7
부산_북구,0
부산_사상,1
부산_사하,1
부산_서구,1
부산_수영,0
부산_연제,0
부산_영도,0
부산_중구,1
부산_해운대,2
부천,4
서산,0
서울_강남,14
서울_강동,4
서울_강북,3
서울_강서,0
서울_관악,4
서울_광진,0
서울_구로,0
서울_금천,0
서울_노원,1
서울_도봉,0
서울_동대문,3
서울_동작,0
서울_마포,4
서울_서대문,2
서울_서초,9
서울_성동,2
서울_성북,1
서울_송파,3
서울_양천,0
서울_영등포,5
서울_용산,5
서울_은평,3
서울_종로,3
서울_중구,5
서울_중랑,1
성남,1
수원,2
순천,0
시흥,0
아산,0
안동,0
안산,4
안양,6
양산,0
여수,0
용인,6
울산_남구,0
울산_동구,0
울산_북구,0
울산_울주군,1
울산_중구,0
원주,0
의정부,3
이천,1
익산,0
인천_강화군,0
인천_계양,1
인천_남동,3
인천_동구,0
인천_미추홀,1
인천_부평,0
인천_서구,1
인천_연수,0
인천_옹진군,0
인천_중구,2
전주,2
정읍,0
제주,2
제천,0
진주,0
창원,2
천안,1
청주,2
춘천,0
충주,0
파주,1
평택,1
포항,3
강릉,62
거제,47
경산,46
경주,60
고양,227
광명,44
광주_광산,98
광주_남구,38
광주_동구,118
광주_북구,95
광주_서구,140
구리,56
구미,87
군산,143
군포,32
기타 도시,1875
김천,29
김해,115
남양주,125
논산,48
대구_남구,44
대구_달서,93
대구_달성군,46
대구_동구,110
대구_북구,96
대구_서구,36
대구_수성,165
대구_중구,119
대전_대덕,31
대전_동구,54
대전_서구,154
대전_유성,55
대전_중구,68
도시이외,926
목포,81
범죄분류,문서
부산_강서,44
부산_금정,67
부산_기장군,35
부산_남구,54
부산_동구,42
부산_동래,87
부산_부산진,174
부산_북구,63
부산_사상,67
부산_사하,79
부산_서구,31
부산_수영,34
부산_연제,111
부산_영도,23
부산_중구,54
부산_해운대,128
부천,191
서산,50
서울_강남,339
서울_강동,108
서울_강북,50
서울_강서,131
서울_관악,106
서울_광진,91
서울_구로,119
서울_금천,78
서울_노원,96
서울_도봉,67
서울_동대문,78
서울_동작,67
서울_마포,115
서울_서대문,71
서울_서초,628
서울_성동,76
서울_성북,47
서울_송파,225
서울_양천,99
서울_영등포,148
서울_용산,87
서울_은평,78
서울_종로,154
서울_중구,134
서울_중랑,83
성남,215
수원,330
순천,94
시흥,112
아산,68
안동,44
안산,229
안양,152
양산,82
여수,80
용인,164
울산_남구,98
울산_동구,31
울산_북구,22
울산_울주군,59
울산_중구,29
원주,107
의정부,118
이천,35
익산,74
인천_강화군,26
인천_계양,61
인천_남동,119
인천_동구,21
인천_미추홀,293
인천_부평,105
인천_서구,114
인천_연수,51
인천_옹진군,3
인천_중구,73
전주,214
정읍,37
제주,155
제천,39
진주,106
창원,301
천안,178
청주,296
춘천,101
충주,55
파주,94
평택,137
포항,83
강릉,4
거제,3
경산,4
경주,3
고양,6
광명,3
광주_광산,8
광주_남구,1
광주_동구,3
광주_북구,5
광주_서구,3
구리,0
구미,6
군산,5
군포,1
기타 도시,73
김천,3
김해,11
남양주,9
논산,1
대구_남구,0
대구_달서,1
대구_달성군,6
대구_동구,3
대구_북구,3
대구_서구,2
대구_수성,3
대구_중구,0
대전_대덕,0
대전_동구,0
대전_서구,3
대전_유성,1
대전_중구,2
도시이외,74
목포,3
범죄분류,인장
부산_강서,3
부산_금정,1
부산_기장군,0
부산_남구,1
부산_동구,2
부산_동래,1
부산_부산진,2
부산_북구,3
부산_사상,2
부산_사하,3
부산_서구,2
부산_수영,2
부산_연제,1
부산_영도,2
부산_중구,0
부산_해운대,2
부천,5
서산,2
서울_강남,12
서울_강동,2
서울_강북,1
서울_강서,6
서울_관악,2
서울_광진,5
서울_구로,1
서울_금천,1
서울_노원,4
서울_도봉,1
서울_동대문,6
서울_동작,2
서울_마포,2
서울_서대문,3
서울_서초,5
서울_성동,5
서울_성북,6
서울_송파,5
서울_양천,2
서울_영등포,6
서울_용산,3
서울_은평,2
서울_종로,30
서울_중구,1
서울_중랑,5
성남,5
수원,6
순천,1
시흥,0
아산,2
안동,2
안산,6
안양,5
양산,1
여수,4
용인,6
울산_남구,6
울산_동구,0
울산_북구,1
울산_울주군,3
울산_중구,0
원주,6
의정부,2
이천,3
익산,3
인천_강화군,0
인천_계양,3
인천_남동,9
인천_동구,1
인천_미추홀,10
인천_부평,7
인천_서구,1
인천_연수,8
인천_옹진군,0
인천_중구,4
전주,6
정읍,0
제주,1
제천,2
진주,0
창원,8
천안,5
청주,17
춘천,1
충주,1
파주,5
평택,4
포항,3
강릉,5
거제,1
경산,2
경주,8
고양,12
광명,1
광주_광산,3
광주_남구,1
광주_동구,44
광주_북구,20
광주_서구,4
구리,7
구미,6
군산,7
군포,0
기타 도시,168
김천,9
김해,2
남양주,1
논산,6
대구_남구,0
대구_달서,2
대구_달성군,2
대구_동구,3
대구_북구,6
대구_서구,4
대구_수성,14
대구_중구,3
대전_대덕,2
대전_동구,2
대전_서구,9
대전_유성,4
대전_중구,1
도시이외,135
목포,7
범죄분류,직무유기
부산_강서,9
부산_금정,10
부산_기장군,8
부산_남구,2
부산_동구,8
부산_동래,8
부산_부산진,9
부산_북구,8
부산_사상,14
부산_사하,15
부산_서구,1
부산_수영,1
부산_연제,26
부산_영도,5
부산_중구,5
부산_해운대,7
부천,6
서산,6
서울_강남,18
서울_강동,8
서울_강북,6
서울_강서,9
서울_관악,7
서울_광진,11
서울_구로,7
서울_금천,2
서울_노원,1
서울_도봉,5
서울_동대문,7
서울_동작,4
서울_마포,14
서울_서대문,7
서울_서초,68
서울_성동,3
서울_성북,2
서울_송파,23
서울_양천,20
서울_영등포,11
서울_용산,10
서울_은평,1
서울_종로,29
서울_중구,19
서울_중랑,3
성남,5
수원,21
순천,11
시흥,6
아산,1
안동,16
안산,6
안양,4
양산,5
여수,7
용인,4
울산_남구,4
울산_동구,0
울산_북구,0
울산_울주군,4
울산_중구,3
원주,4
의정부,8
이천,2
익산,1
인천_강화군,5
인천_계양,1
인천_남동,5
인천_동구,0
인천_미추홀,92
인천_부평,9
인천_서구,2
인천_연수,2
인천_옹진군,0
인천_중구,5
전주,38
정읍,8
제주,20
제천,3
진주,8
창원,31
천안,11
청주,22
춘천,28
충주,4
파주,3
평택,4
포항,8
강릉,6
거제,3
경산,2
경주,6
고양,23
광명,4
광주_광산,4
광주_남구,0
광주_동구,14
광주_북구,16
광주_서구,14
구리,4
구미,12
군산,8
군포,3
기타 도시,196
김천,9
김해,4
남양주,2
논산,2
대구_남구,2
대구_달서,8
대구_달성군,2
대구_동구,5
대구_북구,3
대구_서구,0
대구_수성,12
대구_중구,7
대전_대덕,0
대전_동구,1
대전_서구,12
대전_유성,4
대전_중구,4
도시이외,138
목포,12
범죄분류,직권남용
부산_강서,7
부산_금정,9
부산_기장군,3
부산_남구,6
부산_동구,4
